dish_name,dish_rating,cooking_time,course,cuisine,ingredients
Chipotle Chile Pequin Salsa,4,1500,,Mexican,"['chile', ' garlic clove', 'tomato', 'water', 'chipotle in adobo', 'salt']"
Mexi-Chicken Campanelle Dinner,5,3300,[Main Dishes],Mexican,"['pasta', 'ancho chile pepper', 'smoked paprika', 'garlic powder', 'sea salt', 'black pepper', 'meat', 'extra virgin olive oil', 'white onion', 'minced garlic', 'sweet pepper', 'salsa verde', 'diced tomato', 'heavy cream', 'chopped cilantro']"
Mexican Pizza Skillet,4,2400,[Main Dishes],Mexican,"['tostada', 'ground meat', 'mexican seasoning mix', 'refried bean', 'salsa', 'shredded cheese']"
Mexican Gazpacho Fruit Salad,4,1800,[Salads],Mexican,"['papaya', 'jicama', 'mango', 'watermelon', 'orange', 'cucumber', 'lime juice', 'fresh cilantro', 'sea salt', 'chili']"
Roasted Butternut Squash Enchilada Casserole,4,5400,[Main Dishes],Southwestern,"['butternut squash', 'yellow onion', 'poblano pepper', 'jalapeno chilies', 'olive oil', 'ground cumin', 'pepper', 'salt', 'black bean', 'cilantro', 'baby spinach leaf', 'salsa', 'tortilla', 'shredded cheddar cheese']"
Mexican Torta With Refried Beans And Guacamole,4,600,[Lunch and Snacks],Mexican,"['roll', 'refried bean', 'cheese', 'hot salsa', 'guacamole', 'lettuce']"
Chicken Enchiladas,3,16200,[Main Dishes],Mexican,"['boneless chicken skinless thigh', 'enchilada sauce', 'green chilies', 'onion', 'flour tortilla', 'jack cheese', 'green onion']"
Lazy Girlâs Chicken Enchilada Casserole,4,3000,[Main Dishes],Mexican,"['chicken breast', 'salt', 'enchilada sauce', ' sour cream', 'salsa', 'frozen corn', 'green chilies', 'corn tortilla', 'shredded cheddar cheese']"
Taqueria Style Salsa Recipe / Receta de Salsa Taquera,4,2400,,Mexican,"['tomato', 'tomatillo', 'garlic clove', 'white onion', 'pepper', 'salt']"
Freezer Black Bean Fajita Burritos,4,1920,"[Lunch and Snacks, Main Dishes]",Mexican,"['bell pepper', 'purple onion', 'chili powder', 'fajita seasoning mix', 'cooked brown rice', 'salt', 'black bean', 'lime', 'shredded cheddar cheese', 'tortilla shell']"
Flour Tortillas,5,3000,[Breads],Mexican,"['flour', 'baking powder', 'salt', 'canola oil', 'soy milk']"
Mexican Black Beans,4,2100,,Mexican,"['canola oil', 'diced onion', 'garlic', 'tomato paste', 'black bean', 'vegetable broth', 'chili powder', 'cumin', 'oregano', 'lime', 'scallion']"
Chicken Enchiladas,3,3600,[Main Dishes],Mexican,"['skinless chicken breast', 'tomato', 'taco seasoning mix', 'flour tortilla', 'shredded cheese', 'garlic', 'cilantro', 'enchilada sauce']"
Chili Nachos,4,2100,"[Appetizers, Lunch and Snacks, Main Dishes]",Mexican,"['ground beef', 'onion', 'chili powder', 'red kidney bean', 'ragu old world style pasta sauc', 'chip plain tortilla', 'shredded cheddar cheese']"
Ranch Taco Salad,4,1200,"[Main Dishes, Salads]",Mexican,"['ground beef', 'taco seasoning mix', 'corn tortilla', 'shredded lettuce', 'shredded cheddar cheese', 'tomato', 'wish bone ranch dress']"
How to Make Taco Bell's Burrito Supreme,3,2100,[Main Dishes],Mexican,"['lean ground beef', 'chili powder', 'ground cumin', 'salt', 'freshly ground pepper', 'minced onion', 'paprika', 'garlic powder', 'onion powder', 'flour', 'water', ' flour tortilla', 'refried bean', 'mild salsa', 'sour cream', 'shredded cheddar cheese', 'shredded lettuce', 'medium tomato', 'white onion']"
"Spicy Slow Cooker Rice with Green Chiles, Green Onions, and Cheese",5,3600,[Side Dishes],Mexican,"['long grain white rice', 'scallion', ' sour cream', 'diced green chilies', 'tabasco green pepper sauce', 'mozzarella cheese', 'grated parmesan cheese']"
Cheesy Ground Turkey Enchiladas,3,2700,[Main Dishes],Mexican,"['turkey meat', 'olive oil', 'yellow onion', 'garlic', 'diced green chilies', 'taco seasoning', 'water', 'flour tortilla', 'enchilada sauce', 'shredded cheese']"
Pozole,4,6300,"[Soups, Main Dishes]",Mexican,"['pork shoulder', 'water', 'chile', 'garlic', 'yellow onion', 'mccormick ground cumin', 'hominy', 'kosher salt', 'shredded cabbage', 'white onion', 'cilantro', 'lime wedge', 'avocado', 'tostada', 'oregano leaf', 'tomato salsa']"
Mom's Chicken Enchiladas,3,2400,[Main Dishes],Mexican,"['chicken breast', 'green onion', 'fresh cilantro', 'jalapeno chilies', 'green enchilada sauce', 'corn tortilla', ' cheddar cheese', 'lettuce', 'salsa', 'light sour cream', 'tomato', 'ripe olive']"
Chipotle Sweet Potato Tacos with Black Beans and Guacamole,4,2400,[],Mexican,"['sweet potato', 'olive oil', 'purple onion', 'black bean', 'chipotle in adobo', 'adobo sauce', 'honey', 'lime', 'guacamole', 'avocado', 'onion', 'garlic', 'serrano pepper', 'salt', 'cilantro', 'taco shell']"
Mexican Pizza on a Cheddar Cheese Crust,4,1500,[Main Dishes],Mexican,"['ground beef', 'chili powder', 'smoked paprika', 'ground cumin', 'himalayan salt', 'ground black pepper', 'garlic powder', 'onion powder', 'mexican style cheese blend', 'cheddar cheese', 'salsa', 'shredded lettuce', 'pico de gallo', 'shredded cheddar cheese', 'sour cream', 'guacamole', 'hot sauce']"
Mexican Steak & Salsa Rice,3,1500,[],Mexican,"['i can t believe it s not butter spread', 'boneless sirloin steak', 'purple onion', 'knorr fiesta side mexican rice', 'corn kernel', 'tomato']"
Creamy Homemade Guacamole for Cinco De Mayo (+ the best way to keep it green!),4,1200,[Appetizers],Mexican,"['ha avocado', 'sour cream', 'lime', 'sea salt', 'garlic', 'purple onion', 'chopped cilantro']"
Quesadilla Casserole,3,2700,[Main Dishes],Southwestern,"['ground beef', 'chopped onion', 'tomato sauce', 'black bean', 'corn kernel whole', 'green chile', 'mccormick chili powder', 'mccormick ground cumin', 'mccormick garlic', 'mccormick oregano leaf', 'mccormick red pepper', 'crushed', 'flour tortilla', 'shredded cheddar cheese']"
Crock Pot Chicken Tinga Tacos with Bacon Pico De Gallo,4,22800,[Main Dishes],Mexican,"['boneless skinless chicken breast', 'onion', 'garlic', 'fire roasted diced tomato', 'adobo sauce', 'chipotle pepper', 'chicken stock', 'bay leaf', 'mexican oregano', 'cumin', 'salt', 'sugar', 'ground black pepper', 'diced onion', 'radish', 'jalapeno chilies', 'cilantro', 'lime', 'bacon', 'cotija', 'avocado', 'corn tortilla']"
Roasted Tomatillo and AÌrbol Pepper Salsa / Salsa de Chile de AÌrbol y Tomatillos Asados,4,1800,[],Mexican,"['tomatillo', 'pepper', 'garlic clove', 'salt']"
Recipe For Chipotle Burritos (Copycat),3,1500,[Main Dishes],Southwestern,"['chicken', 'cumin', 'garlic', 'sweet onion', 'salt', 'pepper', 'diced tomato', 'diced red onion', 'jalapeno chilies', 'cooked rice', 'lemon juice', 'lime juice', 'cilantro', 'black bean', 'sour cream', 'guacamole', 'flour tortilla']"
The Mexican Bowl,4,4500,[],Mexican,"['raw cashew', 'water', 'lemon', 'nutritional yeast', 'white miso', 'garlic powder', 'salt', 'rom tomato', 'zucchini', 'corn kernel', 'green onion', 'cilantro', 'lime', 'cayenne pepper', 'avocado', 'garlic', 'ground cumin', 'amaranth', 'quinoa', 'farro', 'vegetable broth', 'olive oil', 'purple onion', 'black bean', 'bragg liquid amino', 'cumin', 'smoked paprika', 'ancho chile pepper', 'pepper', 'chard', 'pepitas', 'hot sauce']"
Red Posole,5,15600,,Mexican,"['posole', 'white onion', 'garlic clove', 'chile pepper', 'mexican oregano', 'extra virgin olive oil', 'garlic', 'dried oregano', 'flour', 'ground cumin', 'red chili pepper', 'fine sea salt', 'lime', 'queso fresco', 'tortilla']"
Mexican Casserole,4,2400,[Main Dishes],Mexican,"['lean ground beef', 'red enchilada sauce', 'shoepeg corn', 'salsa', 'soft corn tortilla', ' black bean', 'white cheddar cheese', 'light pepper jack cheese']"
Chicken Quesadillas,3,2700,[Main Dishes],Mexican,"['tomato', 'chicken', 'oil', 'onion', 'garlic clove', 'chopped bell pepper', 'chili pepper', 'plum tomato', 'flour tortilla', 'shredded cheddar cheese', 'cooked chicken', 'salsa', 'sour cream']"
Mexican Tortilla Soup,3,2700,[Soups],Mexican,"['butter', 'shallot', ' tomato', 'jalapeno chilies', 'chicken stock', 'lime', 'sugar', 'cooked chicken', 'salt', 'cracked black pepper', 'avocado', 'tortilla chip', 'cilantro']"
Fifteen Minute Salsa Verde Eggs,5,1500,[Breakfast and Brunch],Mexican,"['egg', 'salsa verde', 'grating cheese', 'ground black pepper', 'salt', 'flour tortilla']"
Hearty Mexican Rice And Chicken,3,2700,[Main Dishes],Mexican,"['boneless chicken breast', 'olive oil', 'crushed red pepper flake', 'ground cumin', 'garlic powder', 'white rice', 'salsa', ' chicken broth', 'fresh cilantro', 'lime']"
Chili Mango Chicken Quesadillas,5,1500,[Main Dishes],Mexican,"['whole wheat tortilla', 'chicken', 'mango', 'chili powder', 'sweet onion', 'bacon', 'smoked cheddar cheese', 'pepper jack']"
Carnitas,4,13800,[Main Dishes],Mexican,"['pork shoulder', 'vegetable oil', 'medium salsa', 'garlic', 'chicken broth', 'water', 'orange', 'clove', 'cinnamon', 'kosher salt', 'lime', 'corn tortilla', 'green onion', 'avocado', 'radish slice', 'fresh cilantro', 'red pepper']"
How to Make Authentic Salsa Mexicana (Pico de Gallo) / CoÌmo Hacer Salsa Pico de Gallo,4,2100,[],Mexican,"['salsa', 'tomato', 'onion', 'serrano pepper', 'lime', 'cilantro', 'salt']"
Salsa Mexicana,4,3900,"[Appetizers, Condiments and Sauces]",Mexican,"['fresh tomato', 'diced tomato', 'tomato paste', 'jalapeno chilies', 'fresh cilantro', 'salt', 'garlic powder', 'olive oil', 'purple onion', 'garlic']"
Home,3,10800,[Main Dishes],Southwestern,"['unsalted butter', 'onion', 'chili powder', 'garlic clove', 'grated orange', 'juice', 'lime zest', 'honey', 'ground cumin', 'kosher salt', 'pepper', 'chicken', 'poblano pepper', 'jalapeno chilies', 'extra virgin olive oil', 'dr pepper', 'canola oil', 'corn tortilla', 'flour tortilla', 'chihuahua cheese', 'black bean', 'white onion', 'sour cream', 'fresh lime juice', 'lime wedge', 'chopped cilantro', 'avocado', 'salsa']"
Easy Mexican Chicken and Beans,3,1800,[],Mexican,"['chicken breast strip', 'old el paso taco seasoning mix', 'progresso black bean', 'mexicorn', 'water', 'flour tortilla']"
Enmoladas (Chicken Mole Enchiladas),5,900,[Main Dishes],Mexican,"['mole sauce', 'chicken broth', 'chicken', 'corn tortilla', 'sour cream', 'onion', 'queso fresco', 'cilantro', 'sesame seed']"
Chorizo and Egg White Breakfast Burrito,5,,[Breakfast and Brunch],Mexican,"['chorizo', 'red wine vinegar', ' egg white', ' egg', 'pepper', 'salt', 'wheat']"
Mexican Benedict,4,3600,,Mexican,"['rice vinegar', 'egg', 'flour tortilla', 'cheddar cheese', 'avocado', 'hollandaise sauce', 'fresca', 'fresh cilantro', 'unsalted butter', 'egg yolk', 'lemon juice', 'sauce', 'cayenne pepper', 'tomato', 'purple onion', 'chili', 'salt', 'garlic powder', 'onion powder', 'freshly ground black pepper']"
Taco Seasoning I,5,60,,Mexican,"['chili powder', 'garlic powder', 'onion powder', 'crushed red pepper flake', 'dried oregano', 'paprika', 'ground cumin', 'sea salt', 'black pepper']"
Slow Cooker Mexican Pulled Pork,5,21900,[Main Dishes],Mexican,"['chili powder', 'kosher salt', 'brown sugar', 'ground cumin', 'cayenne', 'ground oregano', 'onion powder', 'garlic powder', 'cinnamon', 'ground clove', 'boneless pork shoulder roast', 'vegetable oil']"
Pressure Cooker Mexican Green Rice,4,1800,[Side Dishes],Mexican,"[' chicken broth', 'long grain rice', 'avocado', 'fresh cilantro', 'salsa verde', 'freshly ground pepper', 'salt']"
Mexican Pulled Beef Tacos,4,3600,[Main Dishes],Mexican,"['chuck', 'onion', 'garlic', 'tomato paste', 'chopped tomato', 'cumin', 'chipotle pepper']"
Best Chicken Enchiladas,4,3900,[Main Dishes],Mexican,"['chicken breast', 'mexican seasoning mix', 'sour cream', 'cream of chicken soup', 'onion', 'mexican cheese blend', 'chopped green chilies', 'flour tortilla', 'enchilada sauce']"
Poblano Chile Enchiladas,4,2700,[Main Dishes],Mexican,"['sour cream', 'salsa verde', 'corn tortilla', 'poblano chile', 'grating cheese']"
Ancho Chicken Tacos with Cilantro Slaw and Avocado Cream,4,900,[Main Dishes],Mexican,"['boneless skinless chicken breast', 'ancho powder', 'garlic powder', 'salt', 'ground cumin', 'olive oil', 'lime rind', 'fresh lime juice', 'light sour cream', ' milk', 'avocado', 'slaw', 'sliced green onion', 'chopped cilantro fresh', 'corn tortilla']"
Chipotle Hummus and Fajita Veggie Taco Bowls [Vegan],3,2700,,Mexican,"['vegan cheddar cheese', 'avocado', 'black bean', 'corn kernel whole', 'iceberg lettuce', 'prepar salsa', 'vegan sour cream', 'lemon wedge', 'cilantro']"
Pico de Gallo,4,600,,Mexican,"['plum tomato', 'purple onion', 'jalapeno chilies', 'garlic', 'cilantro leaf', 'lime', 'salt']"
Beef Fajitas,5,8100,[Main Dishes],Mexican,"['flank steak', 'olive oil', 'worcestershire sauce', 'lime juice', 'garlic', 'cumin', 'chili powder', 'red pepper flake', 'salt', 'black pepper', 'sugar', 'onion', 'red bell pepper', 'orange bell pepper', 'green bell pepper', 'slice', 'yellow bell pepper', 'oil', 'flour tortilla', 'cheese', 'salsa', 'sour cream', 'cilantro leaf']"
Easy Chicken Enchiladas,4,3900,[Main Dishes],Mexican,"['canola oil', 'yellow onion', 'garlic', 'jalapeno chilies', 'chili powder', 'ground cumin', 'ground oregano', 'granulated sugar', 'tomato sauce', 'chicken broth', 'rom tomato', 'chicken', 'sharp cheddar cheese', 'monterey jack', 'fresh cilantro', 'black olive', 'green onion', 'soft corn tortilla']"
EASY Mexican Enchilada Casserole in Slow Cooker!,4,22200,[Main Dishes],Mexican,"['ground beef', 'cream of mushroom soup', 'diced tomato', 'ranch style bean', 'flour tortilla', 'cheese']"
Mexican Chipotle Hummus,4,7500,[Appetizers],Mexican,"['knorr vegetable recipe mix', 'chickpea', 'chopped cilantro fresh', 'lime juice', 'ground chipotle chile pepper']"
Easy Weeknight Slow Cooker Chicken Tacos,3,2700,[Main Dishes],Southwestern,"['boneless skinless chicken breast', 'taco seasoning', 'tomato', 'chipotle chile', 'salt', 'pepper', 'flour tortilla', 'guacamole', 'sour cream', 'salsa', 'cheese', 'cilantro', 'lettuce']"
Breakfast Tostada,4,,[Breakfast and Brunch],Mexican,"['canola oil', 'corn tortilla', 'bean', 'egg', 'grating cheese', 'salsa', 'hot sauce']"
Mexican Tomato Rice & Beans,4,2400,,Mexican,"['white rice', 'diced tomato', 'extra virgin olive oil', 'garlic', 'jalapeno chilies', 'black bean', 'fine sea salt', 'ground cumin', 'chili powder', 'fresh oregano leaf', 'cilantro leaf']"
Pico de Gallo,4,3300,"[Lunch and Snacks, Appetizers, Condiments and Sauces]",Mexican,"['tomato', 'white onion', 'serrano chile', 'chopped cilantro fresh', 'coarse salt']"
CHORIZO TACOS,4,1500,[Main Dishes],Mexican,"['vegetable oil', 'chorizo', 'corn tortilla', 'white onion', 'cilantro', 'radish', 'salt', 'hot salsa', 'lime']"
Grilled Mexican Street Corn Dip,3,600,[Appetizers],Barbecue,"['corn', 'cotija', 'cilantro', 'jalapeno chilies', 'garlic clove', 'greek yogurt']"
Tortilla Soup,4,2400,[Soups],Southwestern,"['canola oil', 'onion', 'garlic', 'chipotle in adobo', 'chili powder', ' chicken broth', 'corn kernel', 'tomato', 'cooked turkey', 'lime juice', ' canned black bean', 'cilantro leaf', 'tortilla strip']"
Tortilla Omelet Roll-up,4,600,"[Breakfast and Brunch, Lunch and Snacks]",Mexican,"['egg', 'hellmann or best food real mayonnais', 'sliced green onion', 'country crock spread', 'queso fresco', 'flour tortilla']"
Grilled Fish Soft Tacos,3,2100,[Main Dishes],Barbecue,"['olive oil', 'lime', 'garlic', 'ground cumin', 'swordfish', 'avocado', 'purple onion', 'jalapeno chilies', 'fresh cilantro', 'flour tortilla', 'lettuce leaf']"
Grilled Fish Soft Tacos,3,2100,[Main Dishes],Barbecue,"['olive oil', 'lime', 'garlic', 'ground cumin', 'swordfish', 'avocado', 'purple onion', 'jalapeno chilies', 'fresh cilantro', 'flour tortilla', 'lettuce leaf']"
Grilled Fish Soft Tacos,3,2100,[Main Dishes],Barbecue,"['olive oil', 'lime', 'garlic', 'ground cumin', 'swordfish', 'avocado', 'purple onion', 'jalapeno chilies', 'fresh cilantro', 'flour tortilla', 'lettuce leaf']"
Grilled Fish Soft Tacos,3,2100,[Main Dishes],Barbecue,"['olive oil', 'lime', 'garlic', 'ground cumin', 'swordfish', 'avocado', 'purple onion', 'jalapeno chilies', 'fresh cilantro', 'flour tortilla', 'lettuce leaf']"
Grilled Fish Soft Tacos,3,2100,[Main Dishes],Barbecue,"['olive oil', 'lime', 'garlic', 'ground cumin', 'swordfish', 'avocado', 'purple onion', 'jalapeno chilies', 'fresh cilantro', 'flour tortilla', 'lettuce leaf']"
Grilled Fish Soft Tacos,3,2100,[Main Dishes],Barbecue,"['olive oil', 'lime', 'garlic', 'ground cumin', 'swordfish', 'avocado', 'purple onion', 'jalapeno chilies', 'fresh cilantro', 'flour tortilla', 'lettuce leaf']"
Grilled Fish Soft Tacos,3,2100,[Main Dishes],Barbecue,"['olive oil', 'lime', 'garlic', 'ground cumin', 'swordfish', 'avocado', 'purple onion', 'jalapeno chilies', 'fresh cilantro', 'flour tortilla', 'lettuce leaf']"
Grilled Fish Soft Tacos,3,2100,[Main Dishes],Barbecue,"['olive oil', 'lime', 'garlic', 'ground cumin', 'swordfish', 'avocado', 'purple onion', 'jalapeno chilies', 'fresh cilantro', 'flour tortilla', 'lettuce leaf']"
Grilled Fish Soft Tacos,3,2100,[Main Dishes],Barbecue,"['olive oil', 'lime', 'garlic', 'ground cumin', 'swordfish', 'avocado', 'purple onion', 'jalapeno chilies', 'fresh cilantro', 'flour tortilla', 'lettuce leaf']"
Grilled Fish Soft Tacos,3,2100,[Main Dishes],Barbecue,"['olive oil', 'lime', 'garlic', 'ground cumin', 'swordfish', 'avocado', 'purple onion', 'jalapeno chilies', 'fresh cilantro', 'flour tortilla', 'lettuce leaf']"
Green Chicken Enchiladas (Gluten Free),4,2400,[Main Dishes],Mexican,"['chicken', 'salsa verde', 'shredded sharp cheddar cheese', 'chopped cilantro', 'ground cumin', 'sour cream', 'jalapeno chilies', 'salt', 'pepper', 'corn tortilla']"
Salsa de Tomatillo Asado con Chipotle (Roasted Tomatillo Salsa with Chipotle and Roasted Garlic),3,2100,,Mexican,"['tomatillo', 'garlic', 'chipotle chile', 'kosher salt']"
Easy Beef Enchiladas,5,,[Main Dishes],Mexican,"['lean ground beef', 'corn tortilla', 'diced onion', 'jack', 'enchilada sauce', 'zucchini']"
The Best Mexican White Cheese Dip,4,900,[Appetizers],Mexican,"['american cheese', 'milk', 'butter', 'green chilies', 'cumin', 'garlic salt', 'cayenne pepper']"
Vegetable Guacamole,4,7800,[Appetizers],Mexican,"['avocado', 'jalapeno chilies', 'chopped cilantro fresh', 'lime juice', 'knorr vegetable recipe mix']"
Mexican Pizza,4,2400,[Main Dishes],Mexican,"['ground beef', 'taco seasoning', 'bean', 'salsa', 'shredded cheddar cheese', 'flour tortilla', 'tomato', 'green onion', 'olive']"
New Mexican-Style Polenta with Chile Sauce,3,2700,[Main Dishes],Mexican,"['water', 'yellow corn meal', 'salt', 'cheddar cheese', 'vegetable oil', 'onion', 'yellow bell pepper', 'garlic clove', 'oregano', 'chipotle in adobo', 'cooked turkey', 'green chile sauce']"
Four Cheese Enchilada Bake,4,2400,[Main Dishes],Mexican,"['ground beef', 'chili powder', 'flour tortilla', 'mexican cheese blend', 'hellmann or best food real mayonnais', 'prepar salsa']"
Gin's Authentic Mexican Salsa,4,900,[],Mexican,"['rom tomato', 'purple onion', 'jalapeno chilies', 'cilantro stem', 'garlic', 'lime', 'salt']"
Salsa Verde Chicken Enchiladas,4,3000,[Main Dishes],Mexican,"['butter', 'flour', 'chicken broth', 'sour cream', 'salsa verde', 'chicken', 'tortilla', 'shredded pepper jack cheese']"
Perfect Guacamole,5,600,[Appetizers],Mexican,"['avocado', 'kosher salt', 'fresh lime juice', 'purple onion', 'serrano chile', 'cilantro leaf', 'black pepper', 'tomato']"
Corn and Black Bean Enchiladas with Chipotle Stout Red Sauce,4,2100,[Main Dishes],Mexican,"['corn starch', 'tomato paste', 'tomato sauce', 'chipotle chile', 'adobo sauce', 'garlic powder', 'onion powder', 'salt', 'cumin', 'stout', 'avocado', 'pepper', 'corn tortilla', 'black bean', 'ear of corn', 'cotija', 'chopped cilantro']"
Mexican Quinoa and Beans with Pico de Gallo,5,2400,,Mexican,"['quinoa', 'black bean', 'pico de gallo', 'queso fresco']"
Comforting Mexican Style Tortilla Bean Soup,3,3000,[Soups],Mexican,"['olive oil', 'minced garlic', 'onion', 'chopped bell pepper', 'taco seasoning mix', 'chopped tomato', 'jalapeno chilies', 'corn', 'kidney bean', 'water', 'salt', 'corn starch', 'avocado', 'shredded cheddar cheese', 'tortilla chip', 'lemon juice', 'cilantro']"
Mexican Lasagna,4,3000,"[Lunch and Snacks, Main Dishes]",Mexican,"['ragu old world style pasta sauc', 'ground beef', 'whole kernel corn', 'drain', 'chili powder', 'flour tortilla', 'shredded cheddar cheese']"
Empanada Dough,5,2400,[Appetizers],Mexican,"['all purpose flour', 'cornmeal', 'sugar', 'salt', 'vegetable shortening', ' egg yolk']"
30 Minute Ground Beef Enchilada Skillet Dinner,4,1800,[Main Dishes],Mexican,"['ground beef', 'onion', 'garlic', 'salt', 'pepper', 'cilantro', 'olive', 'green onion', 'enchilada sauce', 'chicken broth', 'sugar', 'butter', 'corn tortilla', 'mexican cheese blend']"
Sweet Potato Enchilada Casserole,4,4800,[Main Dishes],Southwestern,"[' flour tortilla', 'sweet potato', 'black bean', 'corn kernel', 'green chilies', 'cilantro', 'bell pepper', 'yellow onion', 'garlic', 'roasted tomato', 'lime juice', 'avocado', 'non dairy sour cream', 'enchilada sauce', 'vegetable stock', 'tomato paste', 'cayenne pepper', 'cumin', 'taco seasoning', 'onion powder', 'garlic powder']"
One Pot Enchilada Soup,4,3900,"[Soups, Main Dishes]",Mexican,"['canola oil', 'white onion', 'garlic clove', 'ground beef', 'cumin', 'chili powder', 'kosher salt', 'cracked black pepper', 'tomato paste', 'rotelle', 'diced tomato', 'pinto bean', 'corn', 'enchilada sauce', 'beef broth', 'cornmeal', 'cheddar cheese', 'tortilla strip', 'cilantro']"
Tuna Quesadillas,4,1200,"[Appetizers, Lunch and Snacks, Main Dishes]",Mexican,"['tuna', 'drain and flake', 'hellmann or best food real mayonnais', 'prepar salsa', 'flour tortilla', 'shredded cheddar cheese']"
Guacamole With Cilantro,4,600,[Appetizers],Mexican,"['avocado', 'tomato', 'green onion', 'lime juice', 'knorr cilantro minicub']"
Green Mexican Rice (Arroz Verde),3,1500,,Mexican,"['spinach', 'cilantro leaf', 'jalapeno chilies', 'garlic', 'yellow onion', 'canola oil', 'long grain white rice', 'chicken stock', 'salt', 'lime juice']"
5 Ingredient Mexican Brown Rice,4,900,[Side Dishes],Mexican,"['corn', 'black bean', 'brown rice', 'chili powder', 'salsa', 'avocado', 'fresh cilantro']"
Salsa,4,600,,Mexican,"['tomato', 'onion', 'chopped cilantro fresh', 'garlic', 'lime juice', 'tomatillo', 'salt', 'jalapeno chilies']"
Potatoes with Mexican Chorizo,5,3000,"[Main Dishes, Side Dishes]",Mexican,"['kosher salt', 'russet potato', 'mexican chorizo', 'cheese']"
Spicy Mexican Cauliflower Rice,4,2700,[Side Dishes],Mexican,"['cauliflower floret', 'olive oil', 'onion', 'garlic', 'medium tomato', 'chili pepper', 'chili flake', 'ground cumin', 'dried oregano', 'garlic powder', 'chicken stock', 'fresh cilantro', 'fresh lime juice', 'salt', 'black pepper']"
Bean and Cheese Enchiladas,5,3000,[Main Dishes],Mexican,"['pinto bean', 'butter', 'tomato sauce', 'taco seasoning', 'enchilada sauce', 'shredded cheese', 'flour tortilla']"
Mexican Quinoa,5,2100,,Mexican,"['corn oil', 'onion', 'garlic', 'cumin', 'chili powder', 'quinoa', 'chicken broth', 'diced tomato', 'oregano', 'salt', 'pepper', 'cilantro']"
Pico De Gallo,4,8100,"[Appetizers, Condiments and Sauces]",Mexican,"['tomato', 'white onion', 'knorr garlic minicub', 'lime juice', 'chopped cilantro fresh', 'serrano chilies']"
Cilantro and Lime Fish Tacos,5,2400,[Main Dishes],Mexican,"['whitefish', 'oil', 'lime juice', 'jalapeno chilies', 'garlic', 'green onion', 'cilantro', 'cumin', 'pepper', 'salt', 'corn tortilla', 'pico de gallo', 'cabbage', 'crema', 'avocado']"
Grilled Taco Nachos,4,960,[Appetizers],Barbecue,"['tortilla chip', 'pork sausage', 'green chile', 'taco seasoning', 'rom tomato', 'green onion', 'shredded cheese']"
Chicken Chimichangas,5,4500,[Main Dishes],Mexican,"['chili powder', 'cayenne pepper', 'garlic powder', 'all purpose flour', 'vegetable oil', 'chicken breast', 'yellow onion', 'jalapeno chilies', 'chopped garlic', 'chicken broth', 'red wine vinegar', 'pinto bean', 'lime', 'cilantro leaf', 'flour tortilla', 'pepper jack', 'iceberg lettuce', 'salsa', 'sour cream', 'diced tomato']"
Mexican Steak Tacos / CoÌmo Hacer Tacos de Bistec,4,2400,[Main Dishes],Mexican,"['steak', 'corn tortilla', 'vegetable oil', 'onion', 'cilantro', 'salt', 'pepper', 'salsa']"
Slow Cooker Chicken Enchiladas,4,2700,[Main Dishes],Mexican,"['chicken', 'salsa', 'flour tortilla', 'enchilada sauce', 'mild green chile', 'cheddar cheese']"
Mexican Stuffed Peppers Recipe (vegetarian),4,4200,[Main Dishes],Mexican,"['olive oil', 'zucchini', 'chile pepper', 'green onion', 'cooked rice', 'black bean', 'salsa verde', 'ground cumin', 'fine sea salt', 'yellow bell pepper', 'colby jack cheese']"
Salsa de Arbol,3,2700,,Mexican,"['white onion', 'tomatillo', 'rom tomato', 'vegetable oil', 'chile', 'garlic clove', 'salt']"
Mexican Red Rice,4,2100,[Side Dishes],Mexican,"['vegetable oil', 'white onion', 'garlic', 'tomato paste', 'long grain white rice', 'chicken broth', 'ground cumin', 'chopped cilantro fresh', 'kosher salt']"
Chiliâs Salsa,4,1800,[Appetizers],Mexican,"['diced tomato and green chilies', 'canned tomato', 'jalapeno chilies', 'diced yellow onion', 'garlic salt', 'cumin', 'sugar', 'garlic clove', 'fresh lime juice', 'chopped cilantro fresh']"
Vegan 7-Layer Dip,4,1800,[Appetizers],Mexican,"['pinto bean', 'olive oil', 'white onion', 'garlic', 'jalapeno chilies', 'taco seasoning', 'avocado', 'lime juice', 'cilantro', 'salsa', 'garlic powder', 'salt', 'pepper', 'vegan sour cream', 'green onion', 'sliced black olive', 'tomato', 'daiya cheddar cheese']"
Enchilada-Style Mexican Stuffed Shells,4,2400,[Main Dishes],Mexican,"['jumbo pasta shell', 'ricotta cheese', 'cream cheese', 'old el paso green chile', ' egg', 'garlic powder', 'salt', 'old el paso enchilada sauce', 'shredded mozzarella cheese', 'smoked paprika']"
Duck Carnitas Nachos,4,14400,"[Appetizers, Main Dishes]",Mexican,"['chile', 'duck drumstick', 'orange peel', 'garlic clove', 'sea salt', 'lager', 'corn tortilla chip', 'black bean', 'mexican style cheese blend', 'jalapeno chilies', 'green onion', 'cilantro leaf', 'radish', 'crema mexican', 'salsa', 'lime wedge']"
